Bug ID,Product,Component,Severity,Priority,Resolution,Summary,text
9655,JDT,Debug,normal,P3,FIXED,open type/open exception - should be consistent w.r.t. empty entry,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: open type/open exception - should be consistent w.r.t. empty entry
Resolution: FIXED"
71050,Platform,UI,normal,P2,FIXED,[Progress] Progress of a Job doesn't reflect correctly in Progress Monitor View,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Progress] Progress of a Job doesn't reflect correctly in Progress Monitor View
Resolution: FIXED"
93262,Platform,UI,normal,P3,FIXED,[Workbench] [Tests] Need regression tests for XMLMemento,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Workbench] [Tests] Need regression tests for XMLMemento
Resolution: FIXED"
24390,Platform,UI,normal,P3,FIXED,[Welcome] Ctrl+Tab should tab out of the welcome page,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Welcome] Ctrl+Tab should tab out of the welcome page
Resolution: FIXED"
208263,JDT,Core,normal,P3,FIXED,[ast rewrite] performance problems with lots of changes,"Product: JDT
Component: Core
Severity: normal
Priority: P3
Summary: [ast rewrite] performance problems with lots of changes
Resolution: FIXED"
24179,Platform,UI,normal,P3,FIXED,[About] Drag select in Welcome editor causes link  to open,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [About] Drag select in Welcome editor causes link  to open
Resolution: FIXED"
91889,JDT,Debug,critical,P1,FIXED,top frame not selected when monitor added to stack,"Product: JDT
Component: Debug
Severity: critical
Priority: P1
Summary: top frame not selected when monitor added to stack
Resolution: FIXED"
268966,PDE,UI,normal,P3,FIXED,Import binary plug-ins does not update source attachment when replacing existing non-jared plug-ins,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: Import binary plug-ins does not update source attachment when replacing existing non-jared plug-ins
Resolution: FIXED"
130751,Platform,Ant,major,P3,FIXED,NPE creating build.xml file,"Product: Platform
Component: Ant
Severity: major
Priority: P3
Summary: NPE creating build.xml file
Resolution: FIXED"
188313,JDT,UI,trivial,P3,FIXED,[preferences] dialog font not used in clean up dialog,"Product: JDT
Component: UI
Severity: trivial
Priority: P3
Summary: [preferences] dialog font not used in clean up dialog
Resolution: FIXED"
10200,Platform,Debug,normal,P2,FIXED,Need menu options to edit launch configurations,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: Need menu options to edit launch configurations
Resolution: FIXED"
256409,PDE,UI,enhancement,P3,FIXED,PDE Spy should show type of selection,"Product: PDE
Component: UI
Severity: enhancement
Priority: P3
Summary: PDE Spy should show type of selection
Resolution: FIXED"
25933,JDT,Debug,normal,P2,FIXED,"After adding a parent folder, no longer able to add sub folder to classpath.","Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: After adding a parent folder, no longer able to add sub folder to classpath.
Resolution: FIXED"
24821,Platform,Debug,enhancement,P2,FIXED,[Key Bindings] Provide debug action definitions,"Product: Platform
Component: Debug
Severity: enhancement
Priority: P2
Summary: [Key Bindings] Provide debug action definitions
Resolution: FIXED"
60927,Platform,Debug,normal,P3,FIXED,notifyResult(...) in OpenLaunchDialogAction,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: notifyResult(...) in OpenLaunchDialogAction
Resolution: FIXED"
37248,Platform,Ant,normal,P2,FIXED,Make org.eclipse.ant.tests.ui part of the build,"Product: Platform
Component: Ant
Severity: normal
Priority: P2
Summary: Make org.eclipse.ant.tests.ui part of the build
Resolution: FIXED"
125005,Platform,Debug,normal,P2,FIXED,renaming a project prompts for deleting launch configs,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: renaming a project prompts for deleting launch configs
Resolution: FIXED"
45061,Platform,Debug,normal,P3,FIXED,[launching] LaunchHistory is serialized 9 times on preference change,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: [launching] LaunchHistory is serialized 9 times on preference change
Resolution: FIXED"
37173,Platform,Ant,normal,P3,FIXED,VariableSelectionDialog needs a key listener,"Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: VariableSelectionDialog needs a key listener
Resolution: FIXED"
82987,JDT,Text,major,P2,FIXED,3.1 M4 can cause overview ruler to disappear forever,"Product: JDT
Component: Text
Severity: major
Priority: P2
Summary: 3.1 M4 can cause overview ruler to disappear forever
Resolution: FIXED"
354465,Platform,UI,minor,P3,FIXED,Don't override FORMAT Locale (was: Should only set default locale if there are indeed NL extensions),"Product: Platform
Component: UI
Severity: minor
Priority: P3
Summary: Don't override FORMAT Locale (was: Should only set default locale if there are indeed NL extensions)
Resolution: FIXED"
17922,JDT,Core,normal,P2,FIXED,ClassCastException on rename temp,"Product: JDT
Component: Core
Severity: normal
Priority: P2
Summary: ClassCastException on rename temp
Resolution: FIXED"
89493,JDT,UI,normal,P3,FIXED,[build path] Per-project settings should be called Project-specific settings [preference],"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: [build path] Per-project settings should be called Project-specific settings [preference]
Resolution: FIXED"
95988,Platform,Ant,normal,P2,FIXED,javac error linking not working,"Product: Platform
Component: Ant
Severity: normal
Priority: P2
Summary: javac error linking not working
Resolution: FIXED"
63700,JDT,UI,normal,P3,FIXED,Javadoc problem with project/package formatting,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: Javadoc problem with project/package formatting
Resolution: FIXED"
58662,Platform,UI,normal,P2,FIXED,System Jobs showing in progress viewers,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: System Jobs showing in progress viewers
Resolution: FIXED"
175248,JDT,Debug,normal,P3,FIXED,Variables view escapes Strings twice (too many \),"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Variables view escapes Strings twice (too many \)
Resolution: FIXED"
182324,Platform,Debug,minor,P3,FIXED,"[launching] When launching a project with errors the warning dialog title says ""Errors in Project{0}""","Product: Platform
Component: Debug
Severity: minor
Priority: P3
Summary: [launching] When launching a project with errors the warning dialog title says ""Errors in Project{0}""
Resolution: FIXED"
81398,JDT,UI,enhancement,P3,FIXED,[quick fix] Switch to 5.0 quick fix should change jre as well,"Product: JDT
Component: UI
Severity: enhancement
Priority: P3
Summary: [quick fix] Switch to 5.0 quick fix should change jre as well
Resolution: FIXED"
17321,JDT,Debug,normal,P2,FIXED,Problem in Installed JREs preferences,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Problem in Installed JREs preferences
Resolution: FIXED"
232496,JDT,UI,normal,P3,FIXED,Exception with Javadoc view linked to selection and closed project,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: Exception with Javadoc view linked to selection and closed project
Resolution: FIXED"
9501,JDT,Debug,normal,P2,FIXED,Hidden watchpoint support,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Hidden watchpoint support
Resolution: FIXED"
112553,Platform,Debug,normal,P3,FIXED,ConcurrentModificationException in BreakpointManager,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: ConcurrentModificationException in BreakpointManager
Resolution: FIXED"
205248,Platform,UI,normal,P3,FIXED,[Databinding] Observables on Text with FOCUS_OUT event incorrectly notify with no change,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Databinding] Observables on Text with FOCUS_OUT event incorrectly notify with no change
Resolution: FIXED"
89487,JDT,UI,normal,P3,FIXED,NPE in PropertyAndPreferencePage.updateLinkVisibility,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: NPE in PropertyAndPreferencePage.updateLinkVisibility
Resolution: FIXED"
219204,JDT,UI,major,P3,FIXED,[clean up] Remove static accesses through instances may remove code with side-effects,"Product: JDT
Component: UI
Severity: major
Priority: P3
Summary: [clean up] Remove static accesses through instances may remove code with side-effects
Resolution: FIXED"
24751,JDT,Debug,enhancement,P3,FIXED,AppletLauncher should allow other classes of appletviewer to be used,"Product: JDT
Component: Debug
Severity: enhancement
Priority: P3
Summary: AppletLauncher should allow other classes of appletviewer to be used
Resolution: FIXED"
3329,JDT,Core,normal,P2,FIXED,Specification for IJavaElementDelta needed (1GHVW5M),"Product: JDT
Component: Core
Severity: normal
Priority: P2
Summary: Specification for IJavaElementDelta needed (1GHVW5M)
Resolution: FIXED"
134833,Platform,Debug,normal,P2,FIXED,Thread Change events not handled properly,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: Thread Change events not handled properly
Resolution: FIXED"
15162,JDT,Core,normal,P2,FIXED,Assertion failure during shutdown,"Product: JDT
Component: Core
Severity: normal
Priority: P2
Summary: Assertion failure during shutdown
Resolution: FIXED"
338450,Platform,UI,normal,P3,FIXED,[Compatibility] List of recently opened editors not persisted across workbench restarts,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Compatibility] List of recently opened editors not persisted across workbench restarts
Resolution: FIXED"
11147,JDT,UI,normal,P2,FIXED,No content assist between left paren and string  literal,"Product: JDT
Component: UI
Severity: normal
Priority: P2
Summary: No content assist between left paren and string  literal
Resolution: FIXED"
57598,JDT,Debug,normal,P3,FIXED,"Remove ""New Scrapbook Page"" toolbar button","Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Remove ""New Scrapbook Page"" toolbar button
Resolution: FIXED"
125462,Platform,Text,normal,P2,FIXED,[api][javadoc] Finalize API,"Product: Platform
Component: Text
Severity: normal
Priority: P2
Summary: [api][javadoc] Finalize API
Resolution: FIXED"
218553,Platform,UI,trivial,P3,FIXED,[JFace] mis-spelling of their in applyDialogFont(...),"Product: Platform
Component: UI
Severity: trivial
Priority: P3
Summary: [JFace] mis-spelling of their in applyDialogFont(...)
Resolution: FIXED"
81621,Platform,UI,normal,P2,FIXED,[Viewers] AssertionFailedException when navigating virtual tables,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Viewers] AssertionFailedException when navigating virtual tables
Resolution: FIXED"
85732,Platform,SWT,normal,P3,FIXED,getClientArea() cause Shell to be resized to its initial size,"Product: Platform
Component: SWT
Severity: normal
Priority: P3
Summary: getClientArea() cause Shell to be resized to its initial size
Resolution: FIXED"
26750,Platform,Ant,enhancement,P2,FIXED,"""Run with..."" dialog for AntView","Product: Platform
Component: Ant
Severity: enhancement
Priority: P2
Summary: ""Run with..."" dialog for AntView
Resolution: FIXED"
95912,Platform,UI,normal,P3,FIXED,ClassCircularityError during startup,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: ClassCircularityError during startup
Resolution: FIXED"
60305,Platform,Debug,normal,P3,FIXED,Layout problems on the Environment tab,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: Layout problems on the Environment tab
Resolution: FIXED"
351272,Platform,User Assistance,normal,P3,FIXED,[Help][Index] Keyword Index: Blank line after parent nodes that link a help page,"Product: Platform
Component: User Assistance
Severity: normal
Priority: P3
Summary: [Help][Index] Keyword Index: Blank line after parent nodes that link a help page
Resolution: FIXED"
62558,Platform,SWT,minor,P1,FIXED,Null Pointer when opening Folder in File>Open External File,"Product: Platform
Component: SWT
Severity: minor
Priority: P1
Summary: Null Pointer when opening Folder in File>Open External File
Resolution: FIXED"
74948,Platform,Text,major,P2,FIXED,Exception when cutting a method,"Product: Platform
Component: Text
Severity: major
Priority: P2
Summary: Exception when cutting a method
Resolution: FIXED"
191951,Platform,Debug,normal,P3,FIXED,NPE when attempt to set build location to workspace_loc:<Any rse location>,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: NPE when attempt to set build location to workspace_loc:<Any rse location>
Resolution: FIXED"
16218,JDT,Debug,normal,P2,FIXED,Asked to save changes when none,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Asked to save changes when none
Resolution: FIXED"
33117,Platform,Ant,major,P2,FIXED,ClassCastException with tasks using Xerces,"Product: Platform
Component: Ant
Severity: major
Priority: P2
Summary: ClassCastException with tasks using Xerces
Resolution: FIXED"
115203,Platform,UI,normal,P3,FIXED,[Graphics] Splash screen with version number,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Graphics] Splash screen with version number
Resolution: FIXED"
206752,Platform,UI,normal,P3,FIXED,[OLE] Error when opening not SQL files,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [OLE] Error when opening not SQL files
Resolution: FIXED"
325258,JDT,UI,normal,P2,FIXED,[type hierarchy] Improve label rendering in Type Hierarchy,"Product: JDT
Component: UI
Severity: normal
Priority: P2
Summary: [type hierarchy] Improve label rendering in Type Hierarchy
Resolution: FIXED"
32787,Platform,Ant,normal,P2,FIXED,AssertionFailedException selecting error node in AntEditor outline,"Product: Platform
Component: Ant
Severity: normal
Priority: P2
Summary: AssertionFailedException selecting error node in AntEditor outline
Resolution: FIXED"
133701,Platform,CVS,normal,P2,FIXED,[Model Sync] Need a sorter for model providers,"Product: Platform
Component: CVS
Severity: normal
Priority: P2
Summary: [Model Sync] Need a sorter for model providers
Resolution: FIXED"
227877,Platform,Debug,enhancement,P2,FIXED,[launch] RelaunchLastAction should *not* be internal,"Product: Platform
Component: Debug
Severity: enhancement
Priority: P2
Summary: [launch] RelaunchLastAction should *not* be internal
Resolution: FIXED"
313385,PDE,UI,trivial,P3,FIXED,Plug-ins view: change mnemonic in Import As from I to m,"Product: PDE
Component: UI
Severity: trivial
Priority: P3
Summary: Plug-ins view: change mnemonic in Import As from I to m
Resolution: FIXED"
400276,Platform,UI,normal,P3,FIXED,Errors when removing or moving multiple parts from/between stacks,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: Errors when removing or moving multiple parts from/between stacks
Resolution: FIXED"
229022,Platform,UI,major,P3,FIXED,[Progress] Display#getShells returns disposed shell,"Product: Platform
Component: UI
Severity: major
Priority: P3
Summary: [Progress] Display#getShells returns disposed shell
Resolution: FIXED"
215320,JDT,Core,major,P3,DUPLICATE,Javadoc contents retrieval doesn't support proxy connections,"Product: JDT
Component: Core
Severity: major
Priority: P3
Summary: Javadoc contents retrieval doesn't support proxy connections
Resolution: DUPLICATE"
205451,PDE,UI,trivial,P3,FIXED,"Plugin Manifest editor's ""Add"" button on extension page places dialog in wrong place","Product: PDE
Component: UI
Severity: trivial
Priority: P3
Summary: Plugin Manifest editor's ""Add"" button on extension page places dialog in wrong place
Resolution: FIXED"
178643,Platform,UI,major,P3,FIXED,[DataBinding] ValueBinding does not remove model/target listeners on dispose,"Product: Platform
Component: UI
Severity: major
Priority: P3
Summary: [DataBinding] ValueBinding does not remove model/target listeners on dispose
Resolution: FIXED"
81631,Platform,UI,normal,P2,FIXED,[Preferences] Preferences dialog not layouted properly,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Preferences] Preferences dialog not layouted properly
Resolution: FIXED"
4050,JDT,UI,normal,P3,FIXED,Externalize Strings: Checks keys even if not used (1GGZ0PC),"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: Externalize Strings: Checks keys even if not used (1GGZ0PC)
Resolution: FIXED"
61221,Platform,Debug,normal,P2,FIXED,No progress dialog when prompted to wait for build,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: No progress dialog when prompted to wait for build
Resolution: FIXED"
47668,JDT,Debug,normal,P3,FIXED,Exclude exception location,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Exclude exception location
Resolution: FIXED"
464359,Platform,PMC,enhancement,P3,FIXED,Mars plan update 3,"Product: Platform
Component: PMC
Severity: enhancement
Priority: P3
Summary: Mars plan update 3
Resolution: FIXED"
95297,Platform,Ant,minor,P3,FIXED,Ant export filter: Export also JUnit tests,"Product: Platform
Component: Ant
Severity: minor
Priority: P3
Summary: Ant export filter: Export also JUnit tests
Resolution: FIXED"
44856,JDT,Debug,normal,P2,FIXED,errors in label update,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: errors in label update
Resolution: FIXED"
141324,Platform,Debug,normal,P3,FIXED,NPE in JDIDebugTarget.getRootThreadGroups(),"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: NPE in JDIDebugTarget.getRootThreadGroups()
Resolution: FIXED"
15988,Platform,Debug,normal,P1,FIXED,ArrayIndexOutOfBoundsException in config reselection,"Product: Platform
Component: Debug
Severity: normal
Priority: P1
Summary: ArrayIndexOutOfBoundsException in config reselection
Resolution: FIXED"
162517,JDT,Core,normal,P2,FIXED,[model] concurrent access to HashMap,"Product: JDT
Component: Core
Severity: normal
Priority: P2
Summary: [model] concurrent access to HashMap
Resolution: FIXED"
406014,PDE,UI,normal,P3,FIXED,Change keybindings in RCP Mail template,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: Change keybindings in RCP Mail template
Resolution: FIXED"
15835,JDT,Debug,normal,P1,FIXED,Scrap book does not work,"Product: JDT
Component: Debug
Severity: normal
Priority: P1
Summary: Scrap book does not work
Resolution: FIXED"
61723,JDT,UI,major,P3,FIXED,NPE when opening GetterSetterDialog,"Product: JDT
Component: UI
Severity: major
Priority: P3
Summary: NPE when opening GetterSetterDialog
Resolution: FIXED"
24131,Platform,Ant,enhancement,P3,FIXED,Ability to debug ANT buildfile in some type of ANT debugger,"Product: Platform
Component: Ant
Severity: enhancement
Priority: P3
Summary: Ability to debug ANT buildfile in some type of ANT debugger
Resolution: FIXED"
106091,JDT,Debug,enhancement,P3,FIXED,Code assist for eval in context of an array,"Product: JDT
Component: Debug
Severity: enhancement
Priority: P3
Summary: Code assist for eval in context of an array
Resolution: FIXED"
349540,PDE,UI,minor,P3,FIXED,Missing character in string,"Product: PDE
Component: UI
Severity: minor
Priority: P3
Summary: Missing character in string
Resolution: FIXED"
433830,Platform,UI,major,P1,FIXED,Part's background color is wrong,"Product: Platform
Component: UI
Severity: major
Priority: P1
Summary: Part's background color is wrong
Resolution: FIXED"
11053,Platform,Debug,normal,P2,FIXED,Launch view too optimistic on source lookup,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: Launch view too optimistic on source lookup
Resolution: FIXED"
381605,PDE,UI,normal,P3,FIXED,"comparator shows ""class is different""","Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: comparator shows ""class is different""
Resolution: FIXED"
340641,JDT,Core,normal,P3,INVALID,Autocomplete / content assist require internet connection,"Product: JDT
Component: Core
Severity: normal
Priority: P3
Summary: Autocomplete / content assist require internet connection
Resolution: INVALID"
66049,Platform,Text,normal,P2,FIXED,NPE when attempting to paste,"Product: Platform
Component: Text
Severity: normal
Priority: P2
Summary: NPE when attempting to paste
Resolution: FIXED"
429754,Platform,UI,normal,P3,FIXED,[CSS] Update the 'e4 default' theme with the 'active.noFocus' state,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [CSS] Update the 'e4 default' theme with the 'active.noFocus' state
Resolution: FIXED"
89835,Platform,Debug,normal,P2,FIXED,NPE getting Logical structure,"Product: Platform
Component: Debug
Severity: normal
Priority: P2
Summary: NPE getting Logical structure
Resolution: FIXED"
329002,Platform,IDE,normal,P2,FIXED,Load hidden Problems views on workbench start,"Product: Platform
Component: IDE
Severity: normal
Priority: P2
Summary: Load hidden Problems views on workbench start
Resolution: FIXED"
12027,JDT,Debug,normal,P3,FIXED,Breakpoints requests are not created for interfaces,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Breakpoints requests are not created for interfaces
Resolution: FIXED"
115099,JDT,UI,normal,P2,FIXED,Adapt Package explore tor new working set API isSelfUpdating,"Product: JDT
Component: UI
Severity: normal
Priority: P2
Summary: Adapt Package explore tor new working set API isSelfUpdating
Resolution: FIXED"
343475,JDT,Core,minor,P3,FIXED,[1.7] Compiler warning for invalid type inside switch needs to be improved,"Product: JDT
Component: Core
Severity: minor
Priority: P3
Summary: [1.7] Compiler warning for invalid type inside switch needs to be improved
Resolution: FIXED"
249498,Platform,UI,enhancement,P3,FIXED,[Wizards] Increase size of Help Icon on wizards,"Product: Platform
Component: UI
Severity: enhancement
Priority: P3
Summary: [Wizards] Increase size of Help Icon on wizards
Resolution: FIXED"
432347,PDE,API Tools,normal,P3,FIXED,asm.tree needs to be added to pde feature,"Product: PDE
Component: API Tools
Severity: normal
Priority: P3
Summary: asm.tree needs to be added to pde feature
Resolution: FIXED"
70929,Platform,UI,normal,P2,FIXED,[Workbench] TVT3.0:  Java Search Hover has extra mnemonic,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Workbench] TVT3.0:  Java Search Hover has extra mnemonic
Resolution: FIXED"
66498,Platform,UI,normal,P2,FIXED,ProgressMonitorJobsDialog should not sync exec using parent shell,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: ProgressMonitorJobsDialog should not sync exec using parent shell
Resolution: FIXED"
204453,JDT,UI,normal,P3,FIXED,[pull up] NPE in PullUp Refactoring when selecting 'Add Required',"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: [pull up] NPE in PullUp Refactoring when selecting 'Add Required'
Resolution: FIXED"
34546,JDT,UI,trivial,P3,FIXED,[wording] Generated comment wording not quite correct,"Product: JDT
Component: UI
Severity: trivial
Priority: P3
Summary: [wording] Generated comment wording not quite correct
Resolution: FIXED"
54072,JDT,Debug,enhancement,P3,FIXED,[java launching] Provide API to extend launch shortcuts with different modes,"Product: JDT
Component: Debug
Severity: enhancement
Priority: P3
Summary: [java launching] Provide API to extend launch shortcuts with different modes
Resolution: FIXED"
434195,PDE,UI,critical,P3,FIXED,Very long build times after plugin manifest update,"Product: PDE
Component: UI
Severity: critical
Priority: P3
Summary: Very long build times after plugin manifest update
Resolution: FIXED"
101350,Platform,UI,major,P2,FIXED,[About] Code to open error log has non-Foundation reference,"Product: Platform
Component: UI
Severity: major
Priority: P2
Summary: [About] Code to open error log has non-Foundation reference
Resolution: FIXED"
26702,Platform,Debug,enhancement,P2,FIXED,Allow single launch config to be edited,"Product: Platform
Component: Debug
Severity: enhancement
Priority: P2
Summary: Allow single launch config to be edited
Resolution: FIXED"
125420,Platform,UI,enhancement,P2,FIXED,[Commands] parameters: allow commands to specify return type,"Product: Platform
Component: UI
Severity: enhancement
Priority: P2
Summary: [Commands] parameters: allow commands to specify return type
Resolution: FIXED"
206794,Platform,IDE,normal,P3,FIXED,'Open With > ...' submenu behaves strange when file out of sync,"Product: Platform
Component: IDE
Severity: normal
Priority: P3
Summary: 'Open With > ...' submenu behaves strange when file out of sync
Resolution: FIXED"
120579,JDT,UI,normal,P3,FIXED,[quick fix] NullPointerException on Ctrl+1 quickfix suggestion,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: [quick fix] NullPointerException on Ctrl+1 quickfix suggestion
Resolution: FIXED"
86511,JDT,Text,major,P2,FIXED,[projection] IAE after QuickFix 'Create method in supertype' and File > Revert,"Product: JDT
Component: Text
Severity: major
Priority: P2
Summary: [projection] IAE after QuickFix 'Create method in supertype' and File > Revert
Resolution: FIXED"
85192,Platform,UI,normal,P2,FIXED,[KeyBindings] preference page: ArrayIndexOutOfBounds if add special key while modifier pressed,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [KeyBindings] preference page: ArrayIndexOutOfBounds if add special key while modifier pressed
Resolution: FIXED"
7317,JDT,UI,normal,P1,FIXED,ClassCastException during move,"Product: JDT
Component: UI
Severity: normal
Priority: P1
Summary: ClassCastException during move
Resolution: FIXED"
133852,Platform,Text,enhancement,P2,FIXED,[rulers] Allow to make a revision sticky,"Product: Platform
Component: Text
Severity: enhancement
Priority: P2
Summary: [rulers] Allow to make a revision sticky
Resolution: FIXED"
366354,PDE,UI,normal,P3,FIXED,Compile errors in build N20111211-2000,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: Compile errors in build N20111211-2000
Resolution: FIXED"
353568,PDE,API Tools,normal,P3,FIXED,API Tools test failures in I20110729-1200,"Product: PDE
Component: API Tools
Severity: normal
Priority: P3
Summary: API Tools test failures in I20110729-1200
Resolution: FIXED"
69952,Platform,Debug,enhancement,P3,FIXED,ILaunchConfigurationListener's launchConfigurationRemoved gets a configuration that doesn't exist,"Product: Platform
Component: Debug
Severity: enhancement
Priority: P3
Summary: ILaunchConfigurationListener's launchConfigurationRemoved gets a configuration that doesn't exist
Resolution: FIXED"
135982,Platform,Search,major,P3,FIXED,NLS missing message: TextSearchEngine_scanning in: org.eclipse.search.internal.ui.SearchMessages,"Product: Platform
Component: Search
Severity: major
Priority: P3
Summary: NLS missing message: TextSearchEngine_scanning in: org.eclipse.search.internal.ui.SearchMessages
Resolution: FIXED"
26405,Platform,Ant,normal,P3,FIXED,AntTargetsTab doesn't save target selection,"Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: AntTargetsTab doesn't save target selection
Resolution: FIXED"
17953,JDT,Core,normal,P1,DUPLICATE,NullPointerException when compiling cocoon2,"Product: JDT
Component: Core
Severity: normal
Priority: P1
Summary: NullPointerException when compiling cocoon2
Resolution: DUPLICATE"
147335,Platform,Debug,normal,P3,FIXED,[help] Source Tab has no context help topic,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: [help] Source Tab has no context help topic
Resolution: FIXED"
215980,JDT,UI,enhancement,P2,FIXED,[render] Mark projects that have build path problems,"Product: JDT
Component: UI
Severity: enhancement
Priority: P2
Summary: [render] Mark projects that have build path problems
Resolution: FIXED"
73201,JDT,Debug,normal,P2,FIXED,Improving jdt.debug.ui to display generic information,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Improving jdt.debug.ui to display generic information
Resolution: FIXED"
50735,JDT,Text,major,P2,FIXED,[navigation] Cursor changes to a hand,"Product: JDT
Component: Text
Severity: major
Priority: P2
Summary: [navigation] Cursor changes to a hand
Resolution: FIXED"
293771,PDE,UI,normal,P3,FIXED,Deselecting 'Include all plug-ins from target in Java search' does not remove them,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: Deselecting 'Include all plug-ins from target in Java search' does not remove them
Resolution: FIXED"
130828,Platform,Debug,normal,P3,FIXED,Breakpoints View go to file icon is gone.,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: Breakpoints View go to file icon is gone.
Resolution: FIXED"
53735,Platform,UI,normal,P2,FIXED,"[KeyBindings] Can't override keys in ""editing java context"" using general context","Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [KeyBindings] Can't override keys in ""editing java context"" using general context
Resolution: FIXED"
178352,Platform,User Assistance,normal,P2,FIXED,[Webapp] Sync with toc doesnt work with anchors,"Product: Platform
Component: User Assistance
Severity: normal
Priority: P2
Summary: [Webapp] Sync with toc doesnt work with anchors
Resolution: FIXED"
20365,JDT,Debug,major,P2,FIXED,Bidi - NPE when closing Eclipse,"Product: JDT
Component: Debug
Severity: major
Priority: P2
Summary: Bidi - NPE when closing Eclipse
Resolution: FIXED"
80830,Platform,SWT,normal,P3,FIXED,implement GC.drawFocus,"Product: Platform
Component: SWT
Severity: normal
Priority: P3
Summary: implement GC.drawFocus
Resolution: FIXED"
497444,Platform,SWT,normal,P3,FIXED,[GTK3] Progress indicator not updating in the splash screen of Eclipse,"Product: Platform
Component: SWT
Severity: normal
Priority: P3
Summary: [GTK3] Progress indicator not updating in the splash screen of Eclipse
Resolution: FIXED"
117057,Platform,Debug,normal,P3,FIXED,[flex-hierarchy] NPE in RemoveAllTerminatedAction,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: [flex-hierarchy] NPE in RemoveAllTerminatedAction
Resolution: FIXED"
380857,PDE,API Tools,normal,P3,FIXED,Fix mixed line delimiters,"Product: PDE
Component: API Tools
Severity: normal
Priority: P3
Summary: Fix mixed line delimiters
Resolution: FIXED"
228022,Platform,UI,enhancement,P2,FIXED,[CommonNavigator] Allow content providers to explicitly specify their ordering,"Product: Platform
Component: UI
Severity: enhancement
Priority: P2
Summary: [CommonNavigator] Allow content providers to explicitly specify their ordering
Resolution: FIXED"
